date,district,source,value
2022-06-28 00:39:17,Lower Owens River Project,LORP Intake Flow,81.0
2022-06-28 00:39:17,Lower Owens River Project,LORP at Mazourka Canyon Road,71.0
2022-06-28 00:39:17,Lower Owens River Project,LORP at Reinhackle Springs,59.0
2022-06-28 00:39:17,Lower Owens River Project,LORP Above Pumpstation,48.0
2022-06-28 00:39:17,Lower Owens River Project,LORP At Pump Station Discharge Flow,45.0
2022-06-28 00:39:17,Southern District,Haiwee LAA #2 Current Flow,0.0
2022-06-28 00:39:17,Southern District,S. Haiwee Reservoir Elevation,3730.0
2022-06-28 00:39:17,Southern District,Haiwee LAA #1 Current Flow,48.4
2022-06-28 00:39:17,Southern District,LAA #1 Flow at Fairmont Reservoir,0.0
2022-06-28 00:39:17,Southern District,LAA #2 Flow at Fairmont Res.,0.0
2022-06-28 00:39:17,Southern District,Bouquet Reservoir Inflow,32.1
2022-06-28 00:39:17,Southern District,Bouquet Reservoir Outflow,0.5
2022-06-28 00:39:17,Southern District,LAA #1 at Soledad Flow,0.4
2022-06-28 00:39:17,Southern District,LAA #2 at Soledad Flow,0.1
2022-06-28 00:39:17,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,31.6
2022-06-28 00:39:17,Northern Owens Valley,Pleasant Valley Elevation,4381.5
2022-06-28 00:39:17,Northern Owens Valley,Pleasant Valley Outflow,222.9
2022-06-28 00:39:17,Northern Owens Valley,Baker Ck. At LA Station Flow,2.4
2022-06-28 00:39:17,Northern Owens Valley,Big Pine Ck. USGS Flow,47.7
2022-06-28 00:39:17,Northern Owens Valley,O.R. Below Big Pine,211.8
2022-06-28 00:39:17,Northern Owens Valley,Fish Springs At RR Flow,35.7
2022-06-28 00:39:17,Northern Owens Valley,Tinemaha Reservoir Outflow,198.3
2022-06-28 00:39:17,Northern Owens Valley,Bishop Creek Through Plant 6,0.0
2022-06-28 00:39:17,Northern Owens Valley,Bishop Creek Around Plant 6,67.9
2022-06-28 00:39:17,Southern Owens Valley,Tinemaha Reservoir Outflow,198.3
2022-06-28 00:39:17,Southern Owens Valley,Indep. Ck. At Junction Flow,8.9
2022-06-28 00:39:17,Southern Owens Valley,LAA at Alabama Flow,125.0
2022-06-28 00:39:17,Southern Owens Valley,LAA at Alabama Level,5.0
2022-06-28 00:39:17,Southern Owens Valley,LAA at Alabama Water Temp,74.0
2022-06-28 00:39:17,Southern Owens Valley,Cottonwood Ck. At LAA Flow,0.0
2022-06-28 00:39:17,Southern Owens Valley,LAA at Cottonwood Flow,185.0
2022-06-28 00:39:17,Southern Owens Valley,LAA at Cottonwood Level,7.5
2022-06-28 00:39:17,Southern Owens Valley,LAA at Cotton. Water Temp,73.9
2022-06-28 00:39:17,Southern Owens Valley,N. Haiwee Elevation,3757.1
2022-06-28 00:39:17,Southern Owens Valley,S. Haiwee Reservoir Elevation,3730.0
2022-06-28 00:39:17,Southern Owens Valley,Haiwee LAA #1 Current Flow,48.4
2022-06-28 00:39:17,Southern Owens Valley,Haiwee LAA #2 Current Flow,0.0
2022-06-28 00:39:17,Southern Owens Valley,Reinhackel Flow,1.5
2022-06-28 00:39:17,Southern Owens Valley,Lubkin Spillgate Outflow,0.0
2022-06-28 00:39:17,Southern Owens Valley,Cartago Spillgate Outflow,23.5
2022-06-28 00:39:17,Long Valley,East Portal Flow,11.0
2022-06-28 00:39:17,Long Valley,OR Below EP Flow,50.0
2022-06-28 00:39:17,Long Valley,Hot Ck.at Hwy. Flow,20.0
2022-06-28 00:39:17,Long Valley,McGee Ck. Lower Sta. Flow,13.0
2022-06-28 00:39:17,Long Valley,Long Valley Elevation,6767.8
2022-06-28 00:39:17,Long Valley,Long Valley Current Outflow,52.8
2022-06-28 00:39:17,Long Valley,Rock Ck. Div. Flow,0.0
2022-06-28 00:39:17,Long Valley,Upper Gorge Total Release,55.0
2022-06-28 00:39:17,Long Valley,Release at Middle Gorge,0.0
2022-06-28 00:39:17,Mono Basin,Lee Vining Intake Above Flow,109.3
2022-06-28 00:39:17,Mono Basin,Lee Vining Intake Below Flow,68.1
2022-06-28 00:39:17,Mono Basin,Walker Ck. Above Conduit Flow,4.0
2022-06-28 00:39:17,Mono Basin,L.V. Conduit Below Intake Flow,38.5
2022-06-28 00:39:17,Mono Basin,Walker Ck. Under Conduit Flow,7.0
