date,district,source,value
2024-07-27 00:33:36,Mono Basin,Lee Vining Intake Above Flow,44.5
2024-07-27 00:33:36,Mono Basin,Lee Vining Intake Below Flow,62.2
2024-07-27 00:33:36,Mono Basin,Mono Lk. Elevation,6383.8
2024-07-27 00:33:36,Mono Basin,Walker Ck. Above Conduit Flow,10.0
2024-07-27 00:33:36,Mono Basin,L.V. Conduit Below Intake Flow,0.6
2024-07-27 00:33:36,Mono Basin,Walker Ck. Under Conduit Flow,9.0
2024-07-27 00:33:36,Mono Basin,Parker Ck. Under Conduit Flow,32.0
2024-07-27 00:33:36,Mono Basin,Parker Ck. Above Conduit Flow,33.0
2024-07-27 00:33:36,Mono Basin,Grant Lk. Spill Flow,3.5
2024-07-27 00:33:36,Mono Basin,Mono Gate 1 Return Ditch Flow,97.4
2024-07-27 00:33:36,Mono Basin,Grant Lk. Elevation,7130.1
2024-07-27 00:33:36,Mono Basin,Grant Lk. Outflow,99.9
2024-07-27 00:33:36,Mono Basin,Rush Ck. at Damsite Flow,110.8
2024-07-27 00:33:36,Mono Basin,Flow to West Portal,0.0
2024-07-27 00:33:36,Long Valley,East Portal Flow,14.0
2024-07-27 00:33:36,Long Valley,OR Below EP Flow,76.0
2024-07-27 00:33:36,Long Valley,Hot Ck.at Hwy. Flow,20.0
2024-07-27 00:33:36,Long Valley,McGee Ck. Lower Sta. Flow,15.1
2024-07-27 00:33:36,Long Valley,Long Valley Elevation,6776.2
2024-07-27 00:33:36,Long Valley,Long Valley Current Outflow,244.2
2024-07-27 00:33:36,Long Valley,Rock Ck. Div. Flow,12.4
2024-07-27 00:33:36,Long Valley,Upper Gorge Total Release,120.4
2024-07-27 00:33:36,Long Valley,Release at Middle Gorge,0.0
2024-07-27 00:33:36,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,56.4
2024-07-27 00:33:36,Northern Owens Valley,Pleasant Valley Elevation,4383.7
2024-07-27 00:33:36,Northern Owens Valley,Pleasant Valley Outflow,290.2
2024-07-27 00:33:36,Northern Owens Valley,Baker Ck. At LA Station Flow,7.0
2024-07-27 00:33:36,Northern Owens Valley,Big Pine Ck. USGS Flow,102.8
2024-07-27 00:33:36,Northern Owens Valley,O.R. Below Big Pine,290.5
2024-07-27 00:33:36,Northern Owens Valley,Fish Springs At RR Flow,41.5
2024-07-27 00:33:36,Northern Owens Valley,Tinemaha Reservoir Outflow,447.0
2024-07-27 00:33:36,Northern Owens Valley,Bishop Creek Through Plant 6,117.9
