date,district,source,value
2022-04-22 00:39:33,Southern Owens Valley,Tinemaha Reservoir Outflow,186.2
2022-04-22 00:39:33,Southern Owens Valley,Indep. Ck. At Junction Flow,4.9
2022-04-22 00:39:33,Southern Owens Valley,LAA at Alabama Flow,174.0
2022-04-22 00:39:33,Southern Owens Valley,LAA at Alabama Level,5.4
2022-04-22 00:39:33,Southern Owens Valley,LAA at Alabama Water Temp,59.1
2022-04-22 00:39:33,Southern Owens Valley,Cottonwood Ck. At LAA Flow,0.0
2022-04-22 00:39:33,Southern Owens Valley,LAA at Cottonwood Flow,120.0
2022-04-22 00:39:33,Southern Owens Valley,LAA at Cottonwood Level,5.9
2022-04-22 00:39:33,Southern Owens Valley,LAA at Cotton. Water Temp,58.0
2022-04-22 00:39:33,Southern Owens Valley,N. Haiwee Elevation,3756.8
2022-04-22 00:39:33,Southern Owens Valley,S. Haiwee Reservoir Elevation,3731.8
2022-04-22 00:39:33,Southern Owens Valley,Haiwee LAA #1 Current Flow,0.0
2022-04-22 00:39:33,Southern Owens Valley,Haiwee LAA #2 Current Flow,0.0
2022-04-22 00:39:33,Southern Owens Valley,Reinhackel Flow,1.5
2022-04-22 00:39:33,Southern Owens Valley,Lubkin Spillgate Outflow,47.9
2022-04-22 00:39:33,Southern Owens Valley,Cartago Spillgate Outflow,80.1
2022-04-22 00:39:33,Southern District,Haiwee LAA #2 Current Flow,0.0
2022-04-22 00:39:33,Southern District,S. Haiwee Reservoir Elevation,3731.8
2022-04-22 00:39:33,Southern District,Haiwee LAA #1 Current Flow,0.0
2022-04-22 00:39:33,Southern District,Fairmont Reservoir Elevation,3015.3
2022-04-22 00:39:33,Southern District,LAA #1 Flow at Fairmont Reservoir,0.3
2022-04-22 00:39:33,Southern District,LAA #2 Flow at Fairmont Res.,29.7
2022-04-22 00:39:33,Southern District,Bouquet Reservoir Elevation,2988.2
2022-04-22 00:39:33,Southern District,Bouquet Reservoir Inflow,0.2
2022-04-22 00:39:33,Southern District,Bouquet Reservoir Outflow,0.7
2022-04-22 00:39:33,Southern District,LAA #1 at Soledad Flow,0.0
2022-04-22 00:39:33,Southern District,LAA #2 at Soledad Flow,140.8
