date,district,source,value
2021-08-31 00:40:39,Long Valley,East Portal Flow,12.0
2021-08-31 00:40:39,Long Valley,OR Below EP Flow,58.0
2021-08-31 00:40:39,Long Valley,Hot Ck.at Hwy. Flow,0.0
2021-08-31 00:40:39,Long Valley,McGee Ck. Lower Sta. Flow,4.1
2021-08-31 00:40:39,Long Valley,Long Valley Current Outflow,0.1
2021-08-31 00:40:39,Long Valley,Rock Ck. Div. Flow,0.0
2021-08-31 00:40:39,Long Valley,Upper Gorge Total Release,50.0
2021-08-31 00:40:39,Long Valley,Release at Middle Gorge,0.0
2021-08-31 00:40:39,Southern District,Haiwee LAA #2 Current Flow,90.6
2021-08-31 00:40:39,Southern District,Haiwee LAA #1 Current Flow,0.0
2021-08-31 00:40:39,Southern District,LAA #1 Flow at Fairmont Reservoir,0.7
2021-08-31 00:40:39,Southern District,LAA #2 Flow at Fairmont Res.,138.3
2021-08-31 00:40:39,Southern District,Bouquet Reservoir Inflow,0.2
2021-08-31 00:40:39,Southern District,Bouquet Reservoir Outflow,32.5
2021-08-31 00:40:39,Southern District,LAA #1 at Soledad Flow,96.9
2021-08-31 00:40:39,Southern District,LAA #2 at Soledad Flow,0.0
2021-08-31 00:40:39,Mono Basin,Lee Vining Intake Above Flow,16.6
2021-08-31 00:40:39,Mono Basin,Lee Vining Intake Below Flow,17.7
2021-08-31 00:40:39,Mono Basin,Walker Ck. Above Conduit Flow,2.0
2021-08-31 00:40:39,Mono Basin,L.V. Conduit Below Intake Flow,0.5
2021-08-31 00:40:39,Mono Basin,Walker Ck. Under Conduit Flow,2.0
2021-08-31 00:40:39,Mono Basin,Parker Ck. Under Conduit Flow,5.0
2021-08-31 00:40:39,Mono Basin,Parker Ck. Above Conduit Flow,6.0
2021-08-31 00:40:39,Mono Basin,Grant Lk. Spill Flow,0.0
2021-08-31 00:40:39,Mono Basin,Mono Gate 1 Return Ditch Flow,31.1
2021-08-31 00:40:39,Mono Basin,Grant Lk. Outflow,45.3
2021-08-31 00:40:39,Mono Basin,Rush Ck. at Damsite Flow,12.9
2021-08-31 00:40:39,Mono Basin,Flow to West Portal,0.0
2021-08-31 00:40:39,Southern Owens Valley,Tinemaha Reservoir Outflow,171.6
2021-08-31 00:40:39,Southern Owens Valley,Indep. Ck. At Junction Flow,1.1
2021-08-31 00:40:39,Southern Owens Valley,LAA at Alabama Flow,109.0
2021-08-31 00:40:39,Southern Owens Valley,Cottonwood Ck. At LAA Flow,0.0
2021-08-31 00:40:39,Southern Owens Valley,LAA at Cottonwood Flow,117.0
2021-08-31 00:40:39,Southern Owens Valley,Haiwee LAA #1 Current Flow,0.0
2021-08-31 00:40:39,Southern Owens Valley,Haiwee LAA #2 Current Flow,90.6
2021-08-31 00:40:39,Southern Owens Valley,Reinhackel Flow,1.4
2021-08-31 00:40:39,Southern Owens Valley,Lubkin Spillgate Outflow,0.0
2021-08-31 00:40:39,Southern Owens Valley,Cartago Spillgate Outflow,1.7
2021-08-31 00:40:39,Lower Owens River Project,LORP Intake Flow,75.0
2021-08-31 00:40:39,Lower Owens River Project,LORP at Mazourka Canyon Road,68.0
2021-08-31 00:40:39,Lower Owens River Project,LORP at Reinhackle Springs,55.0
2021-08-31 00:40:39,Lower Owens River Project,LORP Above Pumpstation,37.0
