date,district,source,value
2019-06-16 05:50:49,Southern District,Haiwee LAA #2 Current Flow,270.0
2019-06-16 05:50:49,Southern District,Haiwee LAA #1 Current Flow,416.5
2019-06-16 05:50:49,Southern District,LAA #1 Flow at Fairmont Reservoir,391.1
2019-06-16 05:50:49,Southern District,LAA #2 Flow at Fairmont Res.,284.0
2019-06-16 05:50:49,Southern District,Bouquet Reservoir Inflow,0.2
2019-06-16 05:50:49,Southern District,Bouquet Reservoir Outflow,0.5
2019-06-16 05:50:49,Southern District,LAA #1 at Soledad Flow,339.9
2019-06-16 05:50:49,Southern District,LAA #2 at Soledad Flow,303.8
2019-06-16 05:50:49,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,367.7
2019-06-16 05:50:49,Northern Owens Valley,Pleasant Valley Outflow,330.4
2019-06-16 05:50:49,Northern Owens Valley,Baker Ck. At LA Station Flow,19.7
2019-06-16 05:50:49,Northern Owens Valley,Big Pine Ck. USGS Flow,238.4
2019-06-16 05:50:49,Northern Owens Valley,O.R. Below Big Pine,515.8
2019-06-16 05:50:49,Northern Owens Valley,Fish Springs At RR Flow,35.3
2019-06-16 05:50:49,Northern Owens Valley,Tinemaha Reservoir Outflow,405.7
2019-06-16 05:50:49,Northern Owens Valley,Bishop Creek Through Plant 6,149.4
2019-06-16 05:50:49,Northern Owens Valley,Bishop Creek Around Plant 6,247.3
2019-06-16 05:50:49,Lower Owens River Project,LORP Intake Flow,75.0
2019-06-16 05:50:49,Lower Owens River Project,LORP at Mazourka Canyon Road,68.0
2019-06-16 05:50:49,Lower Owens River Project,LORP at Reinhackle Springs,50.0
2019-06-16 05:50:49,Lower Owens River Project,LORP Above Pumpstation,42.0
2019-06-16 05:50:49,Lower Owens River Project,LORP At Pump Station Discharge Flow,34.0
2019-06-16 05:50:49,Southern Owens Valley,Tinemaha Reservoir Outflow,405.7
2019-06-16 05:50:49,Southern Owens Valley,Indep. Ck. At Junction Flow,116.9
2019-06-16 05:50:49,Southern Owens Valley,LAA at Alabama Flow,592.0
2019-06-16 05:50:49,Southern Owens Valley,Cottonwood Ck. At LAA Flow,207.0
2019-06-16 05:50:49,Southern Owens Valley,LAA at Cottonwood Flow,899.0
2019-06-16 05:50:49,Southern Owens Valley,Haiwee LAA #1 Current Flow,416.5
2019-06-16 05:50:49,Southern Owens Valley,Haiwee LAA #2 Current Flow,270.0
2019-06-16 05:50:49,Southern Owens Valley,Reinhackel Flow,1.8
2019-06-16 05:50:49,Southern Owens Valley,Lubkin Spillgate Outflow,39.7
2019-06-16 05:50:49,Southern Owens Valley,Cartago Spillgate Outflow,61.1
2019-06-16 05:50:49,Long Valley,East Portal Flow,12.0
2019-06-16 05:50:49,Long Valley,OR Below EP Flow,144.0
2019-06-16 05:50:49,Long Valley,Hot Ck.at Hwy. Flow,199.0
2019-06-16 05:50:49,Long Valley,McGee Ck. Lower Sta. Flow,140.5
2019-06-16 05:50:49,Long Valley,Long Valley Current Outflow,0.0
2019-06-16 05:50:49,Long Valley,Rock Ck. Div. Flow,110.2
2019-06-16 05:50:49,Long Valley,Upper Gorge at TRS,13.9
2019-06-16 05:50:49,Mono Basin,Lee Vining Intake Above Flow,403.5
2019-06-16 05:50:49,Mono Basin,Lee Vining Intake Below Flow,505.4
2019-06-16 05:50:49,Mono Basin,Walker Ck. Above Conduit Flow,35.0
2019-06-16 05:50:49,Mono Basin,L.V. Conduit Below Intake Flow,0.2
2019-06-16 05:50:49,Mono Basin,Walker Ck. Under Conduit Flow,24.0
2019-06-16 05:50:49,Mono Basin,Parker Ck. Under Conduit Flow,77.0
2019-06-16 05:50:49,Mono Basin,Parker Ck. Above Conduit Flow,61.0
2019-06-16 05:50:49,Mono Basin,Grant Lk. Spill Flow,0.0
2019-06-16 05:50:49,Mono Basin,Mono Gate 1 Return Ditch Flow,166.0
2019-06-16 05:50:49,Mono Basin,Grant Lk. Outflow,185.0
2019-06-16 05:50:49,Mono Basin,Rush Ck. at Damsite Flow,491.5
2019-06-16 05:50:49,Mono Basin,Flow to West Portal,0.0
2019-06-16 05:50:50,Southern District,S. Haiwee Reservoir Elevation,3732.1
2019-06-16 05:50:50,Southern District,Fairmont Reservoir Elevation,3025.7
2019-06-16 05:50:50,Southern District,Bouquet Reservoir Elevation,2984.2
2019-06-16 05:50:50,Northern Owens Valley,Pleasant Valley Elevation,4388.9
2019-06-16 05:50:50,Southern Owens Valley,LAA at Alabama Level,9.0
2019-06-16 05:50:50,Southern Owens Valley,LAA at Alabama Water Temp,66.9
2019-06-16 05:50:50,Southern Owens Valley,LAA at Cottonwood Level,11.8
2019-06-16 05:50:50,Southern Owens Valley,LAA at Cotton. Water Temp,63.2
2019-06-16 05:50:50,Southern Owens Valley,N. Haiwee Elevation,3756.8
2019-06-16 05:50:50,Southern Owens Valley,S. Haiwee Reservoir Elevation,3732.1
2019-06-16 05:50:50,Long Valley,Long Valley Elevation,6770.6
2019-06-16 05:50:50,Mono Basin,Mono Lk. Elevation,6381.8
2019-06-16 05:50:50,Mono Basin,Grant Lk. Elevation,7130.0
2019-06-16 06:05:49,Southern District,Haiwee LAA #2 Current Flow,270.0
2019-06-16 06:05:49,Southern District,Haiwee LAA #1 Current Flow,416.5
2019-06-16 06:05:49,Southern District,LAA #1 Flow at Fairmont Reservoir,389.2
2019-06-16 06:05:49,Southern District,LAA #2 Flow at Fairmont Res.,284.0
2019-06-16 06:05:49,Southern District,Bouquet Reservoir Inflow,0.2
2019-06-16 06:05:49,Southern District,Bouquet Reservoir Outflow,0.5
2019-06-16 06:05:49,Southern District,LAA #1 at Soledad Flow,339.9
2019-06-16 06:05:49,Southern District,LAA #2 at Soledad Flow,303.8
2019-06-16 06:05:49,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,367.7
2019-06-16 06:05:49,Northern Owens Valley,Pleasant Valley Outflow,330.4
2019-06-16 06:05:49,Northern Owens Valley,Baker Ck. At LA Station Flow,19.7
2019-06-16 06:05:49,Northern Owens Valley,Big Pine Ck. USGS Flow,238.4
2019-06-16 06:05:49,Northern Owens Valley,O.R. Below Big Pine,515.1
2019-06-16 06:05:49,Northern Owens Valley,Fish Springs At RR Flow,35.3
2019-06-16 06:05:49,Northern Owens Valley,Tinemaha Reservoir Outflow,405.7
2019-06-16 06:05:49,Northern Owens Valley,Bishop Creek Through Plant 6,149.8
2019-06-16 06:05:49,Northern Owens Valley,Bishop Creek Around Plant 6,247.1
2019-06-16 06:05:49,Lower Owens River Project,LORP Intake Flow,76.0
2019-06-16 06:05:49,Lower Owens River Project,LORP at Mazourka Canyon Road,66.0
2019-06-16 06:05:49,Lower Owens River Project,LORP at Reinhackle Springs,54.0
2019-06-16 06:05:49,Lower Owens River Project,LORP Above Pumpstation,42.0
