date,district,source,value
2023-11-27 00:34:54,Mono Basin,Lee Vining Intake Above Flow,32.7
2023-11-27 00:34:54,Mono Basin,Lee Vining Intake Below Flow,34.9
2023-11-27 00:34:54,Mono Basin,Mono Lk. Elevation,6382.7
2023-11-27 00:34:54,Mono Basin,Walker Ck. Above Conduit Flow,4.0
2023-11-27 00:34:54,Mono Basin,L.V. Conduit Below Intake Flow,0.0
2023-11-27 00:34:54,Mono Basin,Walker Ck. Under Conduit Flow,4.0
2023-11-27 00:34:54,Mono Basin,Parker Ck. Under Conduit Flow,6.0
2023-11-27 00:34:54,Mono Basin,Parker Ck. Above Conduit Flow,7.0
2023-11-27 00:34:54,Mono Basin,Grant Lk. Spill Flow,0.0
2023-11-27 00:34:54,Mono Basin,Mono Gate 1 Return Ditch Flow,26.9
2023-11-27 00:34:54,Mono Basin,Grant Lk. Elevation,7124.6
2023-11-27 00:34:54,Mono Basin,Grant Lk. Outflow,24.0
2023-11-27 00:34:54,Mono Basin,Rush Ck. at Damsite Flow,10.9
2023-11-27 00:34:54,Mono Basin,Flow to West Portal,0.0
2023-11-27 00:34:54,Long Valley,East Portal Flow,13.0
2023-11-27 00:34:54,Long Valley,OR Below EP Flow,74.0
2023-11-27 00:34:54,Long Valley,Hot Ck.at Hwy. Flow,11.0
2023-11-27 00:34:54,Long Valley,McGee Ck. Lower Sta. Flow,17.1
2023-11-27 00:34:54,Long Valley,Long Valley Elevation,6776.9
2023-11-27 00:34:54,Long Valley,Long Valley Current Outflow,222.5
2023-11-27 00:34:54,Long Valley,Rock Ck. Div. Flow,1.5
2023-11-27 00:34:54,Long Valley,Upper Gorge Total Release,55.8
2023-11-27 00:34:54,Long Valley,Release at Middle Gorge,0.0
2023-11-27 00:34:54,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,54.9
2023-11-27 00:34:54,Northern Owens Valley,Pleasant Valley Elevation,4386.2
2023-11-27 00:34:54,Northern Owens Valley,Pleasant Valley Outflow,575.8
2023-11-27 00:34:54,Northern Owens Valley,Baker Ck. At LA Station Flow,10.5
2023-11-27 00:34:54,Northern Owens Valley,Big Pine Ck. USGS Flow,19.5
2023-11-27 00:34:54,Northern Owens Valley,O.R. Below Big Pine,604.5
2023-11-27 00:34:54,Northern Owens Valley,Fish Springs At RR Flow,38.4
2023-11-27 00:34:54,Northern Owens Valley,Tinemaha Reservoir Outflow,527.7
2023-11-27 00:34:54,Northern Owens Valley,Bishop Creek Through Plant 6,67.5
2023-11-27 00:34:54,Northern Owens Valley,Bishop Creek Around Plant 6,5.7
2023-11-27 00:34:54,Southern Owens Valley,Tinemaha Reservoir Outflow,527.7
2023-11-27 00:34:54,Southern Owens Valley,Indep. Ck. At Junction Flow,5.7
2023-11-27 00:34:54,Southern Owens Valley,LAA at Alabama Flow,543.0
2023-11-27 00:34:54,Southern Owens Valley,LAA at Alabama Level,8.9
2023-11-27 00:34:54,Southern Owens Valley,LAA at Alabama Water Temp,41.1
2023-11-27 00:34:54,Southern Owens Valley,Cottonwood Ck. At LAA Flow,0.0
2023-11-27 00:34:54,Southern Owens Valley,LAA at Cottonwood Flow,604.0
2023-11-27 00:34:54,Southern Owens Valley,LAA at Cottonwood Level,9.6
2023-11-27 00:34:54,Southern Owens Valley,LAA at Cotton. Water Temp,42.2
2023-11-27 00:34:54,Southern Owens Valley,N. Haiwee Elevation,3757.1
2023-11-27 00:34:54,Southern Owens Valley,S. Haiwee Reservoir Elevation,3738.8
2023-11-27 00:34:54,Southern Owens Valley,Haiwee LAA #1 Current Flow,235.5
2023-11-27 00:34:54,Southern Owens Valley,Haiwee LAA #2 Current Flow,263.8
2023-11-27 00:34:54,Southern Owens Valley,Reinhackel Flow,2.3
2023-11-27 00:34:54,Southern Owens Valley,Lubkin Spillgate Outflow,0.0
2023-11-27 00:34:54,Southern Owens Valley,Cartago Spillgate Outflow,1.5
2023-11-27 00:34:54,Southern Owens Valley,Lone Pine Creek Flow,6.5
2023-11-27 00:34:54,Lower Owens River Project,LORP Intake Flow,49.0
2023-11-27 00:34:54,Lower Owens River Project,LORP at Mazourka Canyon Road,60.0
