date,district,source,value
2023-11-13 00:34:42,Mono Basin,Lee Vining Intake Above Flow,30.9
2023-11-13 00:34:42,Mono Basin,Lee Vining Intake Below Flow,35.3
2023-11-13 00:34:42,Mono Basin,Walker Ck. Above Conduit Flow,4.0
2023-11-13 00:34:42,Mono Basin,L.V. Conduit Below Intake Flow,0.0
2023-11-13 00:34:42,Mono Basin,Walker Ck. Under Conduit Flow,4.0
2023-11-13 00:34:42,Mono Basin,Parker Ck. Under Conduit Flow,7.0
2023-11-13 00:34:42,Mono Basin,Parker Ck. Above Conduit Flow,8.0
2023-11-13 00:34:42,Mono Basin,Grant Lk. Spill Flow,0.0
2023-11-13 00:34:42,Mono Basin,Mono Gate 1 Return Ditch Flow,27.1
2023-11-13 00:34:42,Mono Basin,Grant Lk. Outflow,25.1
2023-11-13 00:34:42,Mono Basin,Rush Ck. at Damsite Flow,12.0
2023-11-13 00:34:42,Mono Basin,Flow to West Portal,0.0
2023-11-13 00:34:42,Long Valley,East Portal Flow,14.0
2023-11-13 00:34:42,Long Valley,OR Below EP Flow,76.0
2023-11-13 00:34:42,Long Valley,Hot Ck.at Hwy. Flow,104.0
2023-11-13 00:34:42,Long Valley,McGee Ck. Lower Sta. Flow,17.4
2023-11-13 00:34:42,Long Valley,Long Valley Elevation,6778.5
2023-11-13 00:34:42,Long Valley,Long Valley Current Outflow,691.2
2023-11-13 00:34:42,Long Valley,Rock Ck. Div. Flow,1.5
2023-11-13 00:34:42,Long Valley,Upper Gorge Total Release,55.9
2023-11-13 00:34:42,Long Valley,Release at Middle Gorge,0.0
2023-11-13 00:34:42,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,55.6
2023-11-13 00:34:42,Northern Owens Valley,Pleasant Valley Elevation,4378.4
2023-11-13 00:34:42,Northern Owens Valley,Pleasant Valley Outflow,577.2
2023-11-13 00:34:42,Northern Owens Valley,Baker Ck. At LA Station Flow,12.5
2023-11-13 00:34:42,Northern Owens Valley,Big Pine Ck. USGS Flow,22.2
2023-11-13 00:34:42,Northern Owens Valley,O.R. Below Big Pine,565.7
2023-11-13 00:34:42,Northern Owens Valley,Fish Springs At RR Flow,36.5
2023-11-13 00:34:42,Northern Owens Valley,Tinemaha Reservoir Outflow,576.2
2023-11-13 00:34:42,Northern Owens Valley,Bishop Creek Through Plant 6,82.5
2023-11-13 00:34:42,Northern Owens Valley,Bishop Creek Around Plant 6,4.4
2023-11-13 00:34:42,Southern Owens Valley,Tinemaha Reservoir Outflow,576.2
2023-11-13 00:34:42,Southern Owens Valley,Indep. Ck. At Junction Flow,7.1
2023-11-13 00:34:42,Southern Owens Valley,LAA at Alabama Flow,437.0
2023-11-13 00:34:42,Southern Owens Valley,LAA at Alabama Level,8.2
2023-11-13 00:34:42,Southern Owens Valley,LAA at Alabama Water Temp,46.4
2023-11-13 00:34:42,Southern Owens Valley,Cottonwood Ck. At LAA Flow,14.0
2023-11-13 00:34:42,Southern Owens Valley,LAA at Cottonwood Flow,493.0
2023-11-13 00:34:42,Southern Owens Valley,LAA at Cottonwood Level,8.8
2023-11-13 00:34:42,Southern Owens Valley,LAA at Cotton. Water Temp,46.1
2023-11-13 00:34:42,Southern Owens Valley,N. Haiwee Elevation,3756.7
2023-11-13 00:34:42,Southern Owens Valley,S. Haiwee Reservoir Elevation,3733.7
2023-11-13 00:34:42,Southern Owens Valley,Haiwee LAA #1 Current Flow,38.9
2023-11-13 00:34:42,Southern Owens Valley,Haiwee LAA #2 Current Flow,136.5
2023-11-13 00:34:42,Southern Owens Valley,Reinhackel Flow,2.3
2023-11-13 00:34:42,Southern Owens Valley,Lubkin Spillgate Outflow,0.0
2023-11-13 00:34:42,Southern Owens Valley,Cartago Spillgate Outflow,22.6
2023-11-13 00:34:42,Southern Owens Valley,Lone Pine Creek Flow,7.2
2023-11-13 00:34:42,Lower Owens River Project,LORP Intake Flow,152.0
2023-11-13 00:34:42,Lower Owens River Project,LORP at Mazourka Canyon Road,158.0
2023-11-13 00:34:42,Lower Owens River Project,LORP at Reinhackle Springs,117.0
2023-11-13 00:34:42,Lower Owens River Project,LORP Above Pumpstation,121.0
2023-11-13 00:34:42,Lower Owens River Project,LORP At Pump Station Discharge Flow,48.0
2023-11-13 00:34:42,Southern District,Haiwee LAA #2 Current Flow,136.5
2023-11-13 00:34:42,Southern District,S. Haiwee Reservoir Elevation,3733.7
2023-11-13 00:34:42,Southern District,Haiwee LAA #1 Current Flow,38.9
2023-11-13 00:34:42,Southern District,LAA #1 Flow at Fairmont Reservoir,0.0
2023-11-13 00:34:42,Southern District,LAA #2 Flow at Fairmont Res.,152.1
2023-11-13 00:34:42,Southern District,Bouquet Reservoir Inflow,53.3
2023-11-13 00:34:42,Southern District,Bouquet Reservoir Outflow,0.7
2023-11-13 00:34:42,Southern District,LAA #1 at Soledad Flow,130.9
2023-11-13 00:34:42,Southern District,LAA #2 at Soledad Flow,0.0
2023-11-13 00:34:43,Mono Basin,Mono Lk. Elevation,6382.8
2023-11-13 00:34:43,Mono Basin,Grant Lk. Elevation,7124.8
2023-11-13 00:34:43,Southern District,Fairmont Reservoir Elevation,3027.4
2023-11-13 00:34:43,Southern District,Bouquet Reservoir Elevation,2973.8
2023-11-13 01:19:43,Northern Owens Valley,Tinemaha Elevation,3859.0
2023-11-13 01:19:43,Southern Owens Valley,Tinemaha Elevation,3859.0
2023-11-13 01:34:42,Mono Basin,Lee Vining Intake Above Flow,30.9
2023-11-13 01:34:42,Mono Basin,Lee Vining Intake Below Flow,35.3
2023-11-13 01:34:42,Mono Basin,Mono Lk. Elevation,6382.8
2023-11-13 01:34:42,Mono Basin,Walker Ck. Above Conduit Flow,4.0
2023-11-13 01:34:42,Mono Basin,L.V. Conduit Below Intake Flow,0.0
2023-11-13 01:34:42,Mono Basin,Walker Ck. Under Conduit Flow,4.0
2023-11-13 01:34:42,Mono Basin,Parker Ck. Under Conduit Flow,7.0
2023-11-13 01:34:42,Mono Basin,Parker Ck. Above Conduit Flow,8.0
2023-11-13 01:34:42,Mono Basin,Grant Lk. Spill Flow,0.0
2023-11-13 01:34:42,Mono Basin,Mono Gate 1 Return Ditch Flow,27.1
2023-11-13 01:34:42,Mono Basin,Grant Lk. Elevation,7124.7
2023-11-13 01:34:42,Mono Basin,Grant Lk. Outflow,24.8
2023-11-13 01:34:42,Mono Basin,Rush Ck. at Damsite Flow,12.0
2023-11-13 01:34:42,Mono Basin,Flow to West Portal,0.0
2023-11-13 01:34:42,Long Valley,East Portal Flow,13.0
2023-11-13 01:34:42,Long Valley,OR Below EP Flow,76.0
2023-11-13 01:34:42,Long Valley,Hot Ck.at Hwy. Flow,104.0
2023-11-13 01:34:42,Long Valley,McGee Ck. Lower Sta. Flow,17.4
2023-11-13 01:34:42,Long Valley,Long Valley Elevation,6778.5
2023-11-13 01:34:42,Long Valley,Long Valley Current Outflow,689.2
2023-11-13 01:34:42,Long Valley,Rock Ck. Div. Flow,1.5
2023-11-13 01:34:42,Long Valley,Upper Gorge Total Release,55.9
2023-11-13 01:34:42,Long Valley,Release at Middle Gorge,0.0
2023-11-13 01:34:42,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,55.6
2023-11-13 01:34:42,Northern Owens Valley,Pleasant Valley Elevation,4378.6
2023-11-13 01:34:42,Northern Owens Valley,Pleasant Valley Outflow,579.0
2023-11-13 01:34:42,Northern Owens Valley,Baker Ck. At LA Station Flow,12.5
2023-11-13 01:34:42,Northern Owens Valley,Big Pine Ck. USGS Flow,22.2
2023-11-13 01:34:42,Northern Owens Valley,O.R. Below Big Pine,565.7
2023-11-13 01:34:42,Northern Owens Valley,Fish Springs At RR Flow,36.5
2023-11-13 01:34:42,Northern Owens Valley,Tinemaha Reservoir Outflow,575.2
2023-11-13 01:34:42,Northern Owens Valley,Bishop Creek Through Plant 6,82.5
2023-11-13 01:34:42,Northern Owens Valley,Bishop Creek Around Plant 6,4.4
2023-11-13 01:34:42,Southern Owens Valley,Tinemaha Reservoir Outflow,575.2
2023-11-13 01:34:42,Southern Owens Valley,Indep. Ck. At Junction Flow,7.1
2023-11-13 01:34:42,Southern Owens Valley,LAA at Alabama Flow,438.0
2023-11-13 01:34:42,Southern Owens Valley,LAA at Alabama Level,8.2
2023-11-13 01:34:42,Southern Owens Valley,LAA at Alabama Water Temp,46.1
2023-11-13 01:34:42,Southern Owens Valley,Cottonwood Ck. At LAA Flow,14.0
2023-11-13 01:34:42,Southern Owens Valley,LAA at Cottonwood Flow,493.0
2023-11-13 01:34:42,Southern Owens Valley,LAA at Cottonwood Level,8.8
2023-11-13 01:34:42,Southern Owens Valley,LAA at Cotton. Water Temp,46.4
2023-11-13 01:34:42,Southern Owens Valley,N. Haiwee Elevation,3756.6
2023-11-13 01:34:42,Southern Owens Valley,S. Haiwee Reservoir Elevation,3733.7
2023-11-13 01:34:42,Southern Owens Valley,Haiwee LAA #1 Current Flow,38.9
2023-11-13 01:34:42,Southern Owens Valley,Haiwee LAA #2 Current Flow,136.5
2023-11-13 01:34:42,Southern Owens Valley,Reinhackel Flow,2.3
2023-11-13 01:34:42,Southern Owens Valley,Lubkin Spillgate Outflow,0.0
2023-11-13 01:34:42,Southern Owens Valley,Cartago Spillgate Outflow,17.0
2023-11-13 01:34:42,Southern Owens Valley,Lone Pine Creek Flow,7.4
2023-11-13 01:34:42,Lower Owens River Project,LORP Intake Flow,152.0
2023-11-13 01:34:42,Lower Owens River Project,LORP at Mazourka Canyon Road,158.0
2023-11-13 01:34:42,Lower Owens River Project,LORP at Reinhackle Springs,117.0
2023-11-13 01:34:42,Lower Owens River Project,LORP Above Pumpstation,118.0
2023-11-13 01:34:42,Lower Owens River Project,LORP At Pump Station Discharge Flow,48.0
2023-11-13 01:34:42,Southern District,Haiwee LAA #2 Current Flow,136.5
2023-11-13 01:34:42,Southern District,S. Haiwee Reservoir Elevation,3733.7
2023-11-13 01:34:42,Southern District,Haiwee LAA #1 Current Flow,38.9
2023-11-13 01:34:42,Southern District,LAA #1 Flow at Fairmont Reservoir,0.0
2023-11-13 01:34:42,Southern District,LAA #2 Flow at Fairmont Res.,151.4
2023-11-13 01:34:42,Southern District,Bouquet Reservoir Inflow,58.3
2023-11-13 01:34:42,Southern District,Bouquet Reservoir Outflow,0.7
2023-11-13 01:34:42,Southern District,LAA #1 at Soledad Flow,130.9
2023-11-13 01:34:42,Southern District,LAA #2 at Soledad Flow,0.0
2023-11-13 01:34:43,Southern District,Fairmont Reservoir Elevation,3027.6
2023-11-13 01:34:43,Southern District,Bouquet Reservoir Elevation,2973.8
2023-11-13 01:49:42,Northern Owens Valley,Tinemaha Elevation,3859.0
2023-11-13 01:49:42,Southern Owens Valley,Tinemaha Elevation,3859.0
2023-11-13 02:19:42,Northern Owens Valley,Tinemaha Elevation,3859.0
2023-11-13 02:19:42,Southern Owens Valley,Tinemaha Elevation,3859.0
2023-11-13 02:34:42,Mono Basin,Lee Vining Intake Above Flow,30.9
2023-11-13 02:34:42,Mono Basin,Lee Vining Intake Below Flow,35.3
2023-11-13 02:34:42,Mono Basin,Mono Lk. Elevation,6382.8
2023-11-13 02:34:42,Mono Basin,Walker Ck. Above Conduit Flow,4.0
2023-11-13 02:34:42,Mono Basin,L.V. Conduit Below Intake Flow,0.0
2023-11-13 02:34:42,Mono Basin,Walker Ck. Under Conduit Flow,4.0
2023-11-13 02:34:42,Mono Basin,Parker Ck. Under Conduit Flow,7.0
2023-11-13 02:34:42,Mono Basin,Parker Ck. Above Conduit Flow,8.0
2023-11-13 02:34:42,Mono Basin,Grant Lk. Spill Flow,0.0
2023-11-13 02:34:42,Mono Basin,Mono Gate 1 Return Ditch Flow,27.1
2023-11-13 02:34:42,Mono Basin,Grant Lk. Elevation,7124.8
2023-11-13 02:34:42,Mono Basin,Grant Lk. Outflow,24.9
2023-11-13 02:34:42,Mono Basin,Rush Ck. at Damsite Flow,12.0
2023-11-13 02:34:42,Mono Basin,Flow to West Portal,0.0
2023-11-13 02:34:42,Long Valley,East Portal Flow,14.0
2023-11-13 02:34:42,Long Valley,OR Below EP Flow,76.0
2023-11-13 02:34:42,Long Valley,Hot Ck.at Hwy. Flow,104.0
2023-11-13 02:34:42,Long Valley,McGee Ck. Lower Sta. Flow,17.4
2023-11-13 02:34:42,Long Valley,Long Valley Elevation,6778.6
2023-11-13 02:34:42,Long Valley,Long Valley Current Outflow,689.5
2023-11-13 02:34:42,Long Valley,Rock Ck. Div. Flow,1.5
2023-11-13 02:34:42,Long Valley,Upper Gorge Total Release,55.8
2023-11-13 02:34:42,Long Valley,Release at Middle Gorge,0.0
2023-11-13 02:34:42,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,55.6
2023-11-13 02:34:42,Northern Owens Valley,Pleasant Valley Elevation,4378.8
2023-11-13 02:34:42,Northern Owens Valley,Pleasant Valley Outflow,579.4
2023-11-13 02:34:42,Northern Owens Valley,Baker Ck. At LA Station Flow,12.5
2023-11-13 02:34:42,Northern Owens Valley,Big Pine Ck. USGS Flow,22.2
2023-11-13 02:34:42,Northern Owens Valley,O.R. Below Big Pine,567.1
2023-11-13 02:34:42,Northern Owens Valley,Fish Springs At RR Flow,36.5
2023-11-13 02:34:42,Northern Owens Valley,Tinemaha Reservoir Outflow,575.2
2023-11-13 02:34:42,Northern Owens Valley,Bishop Creek Through Plant 6,82.5
2023-11-13 02:34:42,Northern Owens Valley,Bishop Creek Around Plant 6,4.4
2023-11-13 02:34:42,Southern Owens Valley,Tinemaha Reservoir Outflow,575.2
2023-11-13 02:34:42,Southern Owens Valley,Indep. Ck. At Junction Flow,7.1
2023-11-13 02:34:42,Southern Owens Valley,LAA at Alabama Flow,438.0
2023-11-13 02:34:42,Southern Owens Valley,LAA at Alabama Level,8.2
2023-11-13 02:34:42,Southern Owens Valley,LAA at Alabama Water Temp,45.7
2023-11-13 02:34:42,Southern Owens Valley,Cottonwood Ck. At LAA Flow,14.0
2023-11-13 02:34:42,Southern Owens Valley,LAA at Cottonwood Flow,493.0
2023-11-13 02:34:42,Southern Owens Valley,LAA at Cottonwood Level,8.8
2023-11-13 02:34:42,Southern Owens Valley,LAA at Cotton. Water Temp,46.6
2023-11-13 02:34:42,Southern Owens Valley,N. Haiwee Elevation,3756.6
2023-11-13 02:34:42,Southern Owens Valley,S. Haiwee Reservoir Elevation,3733.7
2023-11-13 02:34:42,Southern Owens Valley,Haiwee LAA #1 Current Flow,38.9
2023-11-13 02:34:42,Southern Owens Valley,Haiwee LAA #2 Current Flow,136.5
2023-11-13 02:34:42,Southern Owens Valley,Reinhackel Flow,2.3
2023-11-13 02:34:42,Southern Owens Valley,Lubkin Spillgate Outflow,0.2
2023-11-13 02:34:42,Southern Owens Valley,Cartago Spillgate Outflow,22.8
2023-11-13 02:34:42,Southern Owens Valley,Lone Pine Creek Flow,7.2
2023-11-13 02:34:42,Lower Owens River Project,LORP Intake Flow,152.0
2023-11-13 02:34:42,Lower Owens River Project,LORP at Mazourka Canyon Road,156.0
2023-11-13 02:34:42,Lower Owens River Project,LORP at Reinhackle Springs,117.0
2023-11-13 02:34:42,Lower Owens River Project,LORP Above Pumpstation,118.0
2023-11-13 02:34:42,Lower Owens River Project,LORP At Pump Station Discharge Flow,48.0
2023-11-13 02:34:42,Southern District,Haiwee LAA #2 Current Flow,136.5
2023-11-13 02:34:42,Southern District,S. Haiwee Reservoir Elevation,3733.7
2023-11-13 02:34:42,Southern District,Haiwee LAA #1 Current Flow,38.9
2023-11-13 02:34:42,Southern District,Fairmont Reservoir Elevation,3027.6
2023-11-13 02:34:42,Southern District,LAA #1 Flow at Fairmont Reservoir,0.0
2023-11-13 02:34:42,Southern District,LAA #2 Flow at Fairmont Res.,151.4
2023-11-13 02:34:42,Southern District,Bouquet Reservoir Elevation,2973.8
2023-11-13 02:34:42,Southern District,Bouquet Reservoir Inflow,58.7
2023-11-13 02:34:42,Southern District,Bouquet Reservoir Outflow,0.7
2023-11-13 02:34:42,Southern District,LAA #1 at Soledad Flow,130.9
2023-11-13 02:34:42,Southern District,LAA #2 at Soledad Flow,0.0
2023-11-13 02:49:42,Northern Owens Valley,Tinemaha Elevation,3859.0
2023-11-13 02:49:42,Southern Owens Valley,Tinemaha Elevation,3859.0
2023-11-13 03:19:43,Northern Owens Valley,Tinemaha Elevation,3859.0
2023-11-13 03:19:43,Southern Owens Valley,Tinemaha Elevation,3859.0
2023-11-13 03:34:42,Mono Basin,Lee Vining Intake Above Flow,30.9
2023-11-13 03:34:42,Mono Basin,Lee Vining Intake Below Flow,35.3
2023-11-13 03:34:42,Mono Basin,Walker Ck. Above Conduit Flow,4.0
2023-11-13 03:34:42,Mono Basin,L.V. Conduit Below Intake Flow,0.0
2023-11-13 03:34:42,Mono Basin,Walker Ck. Under Conduit Flow,4.0
2023-11-13 03:34:42,Mono Basin,Parker Ck. Under Conduit Flow,7.0
2023-11-13 03:34:42,Mono Basin,Parker Ck. Above Conduit Flow,8.0
2023-11-13 03:34:42,Mono Basin,Grant Lk. Spill Flow,0.0
2023-11-13 03:34:42,Mono Basin,Mono Gate 1 Return Ditch Flow,27.0
2023-11-13 03:34:42,Mono Basin,Grant Lk. Outflow,24.6
2023-11-13 03:34:42,Mono Basin,Rush Ck. at Damsite Flow,12.0
2023-11-13 03:34:42,Mono Basin,Flow to West Portal,0.0
2023-11-13 03:34:42,Long Valley,East Portal Flow,14.0
2023-11-13 03:34:42,Long Valley,OR Below EP Flow,76.0
2023-11-13 03:34:42,Long Valley,Hot Ck.at Hwy. Flow,104.0
2023-11-13 03:34:42,Long Valley,McGee Ck. Lower Sta. Flow,17.4
2023-11-13 03:34:42,Long Valley,Long Valley Current Outflow,690.2
2023-11-13 03:34:42,Long Valley,Rock Ck. Div. Flow,1.5
2023-11-13 03:34:42,Long Valley,Upper Gorge Total Release,55.4
2023-11-13 03:34:42,Long Valley,Release at Middle Gorge,0.0
2023-11-13 03:34:42,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,55.6
2023-11-13 03:34:42,Northern Owens Valley,Pleasant Valley Outflow,581.1
2023-11-13 03:34:42,Northern Owens Valley,Baker Ck. At LA Station Flow,11.8
2023-11-13 03:34:42,Northern Owens Valley,Big Pine Ck. USGS Flow,22.2
2023-11-13 03:34:42,Northern Owens Valley,O.R. Below Big Pine,568.5
2023-11-13 03:34:42,Northern Owens Valley,Fish Springs At RR Flow,36.5
2023-11-13 03:34:42,Northern Owens Valley,Tinemaha Reservoir Outflow,574.3
2023-11-13 03:34:42,Northern Owens Valley,Bishop Creek Through Plant 6,80.5
2023-11-13 03:34:42,Northern Owens Valley,Bishop Creek Around Plant 6,4.1
2023-11-13 03:34:42,Southern Owens Valley,Tinemaha Reservoir Outflow,574.3
2023-11-13 03:34:42,Southern Owens Valley,Indep. Ck. At Junction Flow,7.1
2023-11-13 03:34:42,Southern Owens Valley,LAA at Alabama Flow,439.0
2023-11-13 03:34:42,Southern Owens Valley,Cottonwood Ck. At LAA Flow,14.0
2023-11-13 03:34:42,Southern Owens Valley,LAA at Cottonwood Flow,497.0
2023-11-13 03:34:42,Southern Owens Valley,Haiwee LAA #1 Current Flow,38.9
2023-11-13 03:34:42,Southern Owens Valley,Haiwee LAA #2 Current Flow,136.5
2023-11-13 03:34:42,Southern Owens Valley,Reinhackel Flow,2.3
2023-11-13 03:34:42,Southern Owens Valley,Lubkin Spillgate Outflow,0.0
2023-11-13 03:34:42,Southern Owens Valley,Cartago Spillgate Outflow,23.9
2023-11-13 03:34:42,Southern Owens Valley,Lone Pine Creek Flow,7.2
2023-11-13 03:34:42,Lower Owens River Project,LORP Intake Flow,152.0
2023-11-13 03:34:42,Lower Owens River Project,LORP at Mazourka Canyon Road,156.0
2023-11-13 03:34:42,Lower Owens River Project,LORP at Reinhackle Springs,116.0
2023-11-13 03:34:42,Lower Owens River Project,LORP Above Pumpstation,118.0
2023-11-13 03:34:42,Lower Owens River Project,LORP At Pump Station Discharge Flow,48.0
2023-11-13 03:34:42,Southern District,Haiwee LAA #2 Current Flow,136.5
2023-11-13 03:34:42,Southern District,Haiwee LAA #1 Current Flow,38.9
2023-11-13 03:34:42,Southern District,LAA #1 Flow at Fairmont Reservoir,0.0
2023-11-13 03:34:42,Southern District,LAA #2 Flow at Fairmont Res.,151.4
2023-11-13 03:34:42,Southern District,Bouquet Reservoir Inflow,58.4
2023-11-13 03:34:42,Southern District,Bouquet Reservoir Outflow,0.7
